college_id,college_code,college_name,branch_name,branch_code,admission_year,community,closing_cutoff
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2023,ST,170.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,OC,195.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,BC,194.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,BCM,193.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,MBC,192.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,SC,183.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,SCA,178.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Electrical and Electronics Engineering,EEE,2022,ST,167.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,OC,193.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,BC,191.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,BCM,190.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,MBC,189.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,SC,178.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,SCA,172.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2023,ST,162.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,OC,192.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,BC,190.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,BCM,188.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,MBC,187.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,SC,176.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,SCA,170.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Mechanical Engineering,MECH,2022,ST,158.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,OC,189.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,BC,186.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,BCM,184.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,MBC,183.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,SC,170.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,SCA,163.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2023,ST,152.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,OC,188.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,BC,185.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,BCM,182.5
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,MBC,181.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,SC,167.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,SCA,160.0
ceg-guindy-0001,0001,"College of Engineering, Guindy (CEG), Anna University",Civil Engineering,CIVIL,2022,ST,148.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,OC,199.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,BC,198.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,BCM,198.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,MBC,197.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,SC,192.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,SCA,188.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2023,ST,180.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,OC,198.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,BC,198.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,BCM,197.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,MBC,196.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,SC,190.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,SCA,186.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Computer Science and Engineering,CSE,2022,ST,177.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,OC,198.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,BC,197.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,BCM,197.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,MBC,196.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,SC,190.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,SCA,185.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2023,ST,175.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,OC,197.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,BC,197.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,BCM,196.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,MBC,195.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,SC,188.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,SCA,183.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Information Technology,IT,2022,ST,172.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,OC,198.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,BC,197.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,BCM,196.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,MBC,195.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,SC,189.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,SCA,184.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2023,ST,174.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,OC,197.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,BC,196.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,BCM,195.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,MBC,194.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,SC,187.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,SCA,182.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Electronics and Communication Engineering,ECE,2022,ST,170.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,OC,196.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,BC,194.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,BCM,193.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,MBC,192.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,SC,183.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,SCA,177.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2023,ST,166.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,OC,195.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,BC,193.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,BCM,192.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,MBC,190.5
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,SC,181.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,SCA,175.0
mit-chromepet-0004,0004,"Madras Institute of Technology (MIT), Anna University",Robotics and Automation,ROBOTICS,2022,ST,163.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,OC,199.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,BC,198.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,BCM,198.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,MBC,197.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,SC,192.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,SCA,189.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2023,ST,181.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,OC,198.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,BC,198.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,BCM,197.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,MBC,196.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,SC,190.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,SCA,187.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Computer Science and Engineering,CSE,2022,ST,178.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,OC,198.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,BC,197.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,BCM,197.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,MBC,196.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,SC,190.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,SCA,185.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2023,ST,176.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,OC,197.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,BC,197.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,BCM,196.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,MBC,195.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,SC,188.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,SCA,183.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Information Technology,IT,2022,ST,173.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,OC,198.25
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,BC,197.75
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,BCM,197.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,MBC,196.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,SC,191.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,SCA,186.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2023,ST,177.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,OC,197.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,BC,197.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,BCM,196.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,MBC,195.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,SC,189.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,SCA,184.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Artificial Intelligence and Data Science,AIDS,2022,ST,174.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,OC,197.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,BC,197.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,BCM,196.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,MBC,195.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,SC,189.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,SCA,184.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2023,ST,174.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,OC,197.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,BC,196.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,BCM,195.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,MBC,194.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,SC,187.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,SCA,181.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Electronics and Communication Engineering,ECE,2022,ST,171.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,OC,192.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,BC,190.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,BCM,189.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,MBC,187.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,SC,177.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,SCA,170.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2023,ST,158.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,OC,191.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,BC,189.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,BCM,187.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,MBC,185.5
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,SC,174.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,SCA,167.0
psg-tech-coimbatore-2006,2006,"PSG College of Technology, Peelamedu, Coimbatore",Mechanical Engineering,MECH,2022,ST,154.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,OC,198.5
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,BC,198.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,BCM,197.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,MBC,196.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,SC,188.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,SCA,183.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2023,ST,172.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2022,OC,198.0
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2022,BC,197.5
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2022,BCM,196.5
ssn-chennai-1315,1315,"SSN College of Engineering, Kalavakkam, Chennai",Computer Science and Engineering,CSE,2022,MBC,195.0
